Car brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,car old
M,2014,14.994165554305921,10.404262840448617,0,Individual,0,1,11.3,8.00202481821611,254.8,7.0,11
V,2020,13.592367006650065,10.126631103850338,0,Individual,1,1,21.66,7.311886164077165,108.62,5.0,5
A,2014,14.603967918328545,11.002099841204238,0,Individual,0,1,17.68,7.584773077612199,174.33,5.0,11
H,2007,12.409013489526863,11.703545824578878,0,Individual,1,2,18.1,7.30854279753919,110.0,5.0,18
H,2010,12.644327576461329,11.695247021764184,0,Individual,1,2,16.8,7.30854279753919,110.0,5.0,15
H,2007,12.409013489526863,11.695247021764184,0,Individual,1,2,18.1,7.30854279753919,110.0,5.0,18
V,2011,13.017002861746503,11.608235644774552,1,Individual,1,1,16.47,7.088408778675395,73.9,5.0,14
V,2013,13.652991628466498,11.33857207782545,0,Individual,0,2,16.96,7.584773077612199,138.03,5.0,12
H,2004,12.691580461311874,11.695247021764184,1,Individual,0,3,10.1,7.763871287820222,152.0,5.0,21
M,2013,12.923909999653127,11.512925464970229,0,Individual,1,3,22.9,7.129297548929373,74.0,5.0,12
V,2018,15.520258650202699,10.819778284410283,0,Individual,0,1,11.2,7.585281078639126,235.0,5.0,7
H,2015,13.815510557964274,11.205040685200927,0,Individual,1,1,19.67,7.366445148327599,126.2,5.0,10
H,2016,13.287877815881902,10.4341158035983,0,Individual,1,2,24.4,7.02108396428914,71.0,5.0,9
N,2019,13.997832114758229,10.043249494911286,0,Individual,1,1,20.45,7.2868764117507,108.5,5.0,6
F,2008,12.072541252905651,12.0015054797889,0,Individual,1,3,17.8,7.243512974665482,68.0,5.0,17
C,2011,12.611537753638338,11.686878772093667,0,Individual,1,2,16.52,7.596392304064196,123.7,5.0,14
T,2017,14.592539222504922,10.819778284410283,0,Individual,0,1,11.36,7.9211727215870145,171.5,7.0,8
H,2019,13.919870573288517,9.259130536145614,0,Individual,1,1,25.6,7.311886164077165,97.9,5.0,6
M,2000,11.918390573078392,12.542544882151386,0,Individual,1,2,14.8,7.599901959208498,68.0,5.0,25
V,2013,12.691580461311874,11.951180395901384,0,Individual,1,2,20.54,7.37650812632622,103.6,5.0,12
F,2010,12.691580461311874,12.0015054797889,0,Individual,1,1,17.8,7.243512974665482,68.0,5.0,15
H,2008,12.542544882151386,11.225243392518447,1,Individual,1,1,17.7,7.311218384419629,78.0,5.0,17
M,2008,11.982929094215963,10.933106969717286,1,Individual,1,3,,,,,17
H,2016,13.547631112808673,11.289781913656018,0,Individual,1,1,26.0,7.311886164077165,98.6,5.0,9
H,2014,13.369223455335854,11.695247021764184,0,Individual,1,2,26.0,7.311886164077165,98.6,5.0,11
T,2007,11.082142548877775,11.695247021764184,0,Individual,1,3,17.88,7.241366283322318,52.8,5.0,18
S,2007,12.180754837545884,12.072541252905651,0,Individual,1,2,18.7,7.547501682814967,66.0,5.0,18
M,2017,12.594730635321957,9.615805480084347,1,Individual,1,1,24.7,6.679599185844383,47.3,5.0,8
M,2012,13.345506928718539,11.512925464970229,0,Individual,1,2,23.4,7.129297548929373,74.0,5.0,13
M,2009,11.982929094215963,11.289781913656018,1,Individual,1,2,18.9,6.905753276311464,67.1,5.0,16
M,2015,12.706847933442663,11.33857207782545,1,Individual,1,2,23.1,6.905753276311464,67.04,5.0,10
F,2010,12.100712129872347,10.819778284410283,1,Individual,1,2,15.6,7.086737934510577,70.0,5.0,15
F,2003,11.156250521031495,10.819778284410283,1,Individual,1,2,,,,,22
M,2012,11.918390573078392,10.46310334047155,1,Individual,1,2,14.0,6.679599185844383,35.0,5.0,13
H,2011,12.611537753638338,10.308952660644293,1,Individual,1,1,19.81,6.990256500493881,68.05,5.0,14
H,2018,13.500799813124575,7.778211474512493,1,Individual,1,1,18.6,7.087573705557973,81.83,5.0,7
M,2017,13.38472764187182,9.692766521220475,0,Individual,1,1,24.3,7.129297548929373,88.5,5.0,8
M,2019,12.810388612383504,9.615805480084347,1,Individual,1,1,23.95,6.905753276311464,67.1,5.0,6
H,2019,13.954402556830892,8.517193191416238,1,Individual,1,1,17.0,7.372118028337787,121.3,5.0,6
D,2016,11.918390573078392,10.645424897265505,1,Individual,1,1,20.63,7.088408778675395,67.0,5.0,9
H,2013,12.138863895836725,11.695247021764184,1,Individual,1,2,17.92,6.990256500493881,62.1,5.0,12
T,2011,12.959844447906553,11.002099841204238,0,Individual,1,2,13.93,7.68662133494462,138.03,7.0,14
M,2012,11.918390573078392,11.238488619268468,1,Individual,1,1,16.1,6.679599185844383,37.0,4.0,13
F,2018,13.337474757021274,9.615805480084347,1,Individual,1,1,20.4,7.085064293952548,94.93,5.0,7
S,2007,12.429216196844383,11.512925464970229,0,Individual,1,2,16.6,7.547501682814967,122.4,5.0,18
H,2012,13.071070083016778,11.326595886778735,1,Individual,0,1,15.74,7.372118028337787,121.3,5.0,13
C,2016,13.527828485512494,11.121363262031055,0,Individual,0,1,14.81,7.599901959208498,163.7,5.0,9
M,2015,14.038654109278484,11.982929094215963,0,Individual,1,2,13.5,7.814803429489359,178.0,7.0,10
H,2014,12.429216196844383,11.289781913656018,1,Individual,1,2,21.1,6.70196036600254,55.2,5.0,11
H,2013,13.005829561148378,11.512925464970229,0,Individual,1,1,25.8,7.311886164077165,98.6,5.0,12
V,2010,12.89921982609012,11.512925464970229,0,Individual,1,1,15.0,7.547501682814967,105.0,5.0,15
H,2010,12.765688433465597,11.407564949312402,0,Individual,1,2,23.0,7.241366283322318,90.0,5.0,15
S,2012,12.594730635321957,11.84939770159144,0,Individual,1,1,20.5,7.37650812632622,103.5,5.0,13
M,2018,13.304684934198283,10.126631103850338,1,Individual,1,1,21.21,7.087573705557973,81.8,5.0,7
T,2018,14.316285845876763,9.903487552536127,0,Individual,1,1,13.68,7.780303087908373,147.8,8.0,7
M,2012,11.512925464970229,10.308952660644293,1,Individual,1,1,16.1,6.679599185844383,37.0,4.0,13
F,2018,13.444446876573442,9.472704636443673,1,Individual,1,1,20.4,7.085064293952548,94.93,5.0,7
H,2018,13.473020249017498,10.645424897265505,1,Individual,1,1,18.6,7.087573705557973,81.83,5.0,7
H,2018,12.765688433465597,9.210340371976184,1,Individual,1,2,20.3,6.905753276311464,68.05,5.0,7
M,2012,12.301382825334498,9.472704636443673,1,Individual,1,1,20.92,6.905753276311464,67.1,5.0,13
R,2019,13.458835614025542,8.779557455883728,1,Individual,1,1,20.0,6.906754778648554,72.0,7.0,6
H,2013,12.196022309676673,10.809727948556782,1,Individual,1,2,21.1,6.70196036600254,55.2,5.0,12
H,2011,12.765688433465597,10.819778284410283,0,Individual,1,1,23.0,7.241366283322318,90.0,5.0,14
M,2016,13.38472764187182,10.46310334047155,1,Individual,1,2,21.4,7.087573705557973,83.1,5.0,9
M,2015,12.84792653170257,11.695247021764184,0,Individual,1,2,21.03,7.2868764117507,65.0,5.0,10
T,2014,12.793859310432293,10.819778284410283,1,Individual,1,2,17.57,7.084226422097916,88.7,5.0,11
S,2012,12.86099861326992,11.661345470088502,1,Individual,1,1,15.0,7.37650812632622,103.5,5.0,13
H,2012,13.287877815881902,11.608235644774552,0,Individual,1,2,22.32,7.366445148327599,126.32,5.0,13
M,2013,13.527828485512494,11.156250521031495,0,Individual,1,2,15.1,7.68662133494462,140.0,7.0,12
F,2011,12.449014902564246,11.512925464970229,0,Individual,1,3,20.3,7.129297548929373,75.0,5.0,14
H,2015,13.120361374733656,9.903487552536127,1,Individual,1,1,18.9,7.087573705557973,81.86,5.0,10
M,2018,13.500799813124575,11.002099841204238,0,Individual,0,1,28.4,7.129297548929373,74.02,5.0,7
H,2016,13.38472764187182,10.308952660644293,0,Individual,1,2,27.3,7.311886164077165,98.6,5.0,9
R,2012,12.301382825334498,11.225243392518447,0,Individual,1,1,23.08,7.2868764117507,63.12,5.0,13
M,2006,12.345830240069793,11.608235644774552,1,Individual,1,3,,,,,19
M,2006,12.2783933071098,11.407564949312402,1,Individual,1,4,,,,,19
T,2006,11.512925464970229,11.608235644774552,0,Individual,1,3,16.8,7.247792581767846,62.0,5.0,19
H,2004,11.608235644774552,11.695247021764184,1,Individual,1,4,14.4,7.377133712833954,94.0,5.0,21
T,2009,11.931635799828413,10.778956289890028,0,Individual,1,2,17.0,7.247792581767846,71.0,5.0,16
M,2020,13.304684934198283,8.517193191416238,1,Individual,0,1,20.89,7.087573705557973,81.8,5.0,5
C,2016,13.337474757021274,11.695247021764184,0,Individual,1,1,13.58,7.823645930834952,72.4,10.0,9
T,2018,13.567049198665774,11.661345470088502,0,Individual,1,1,23.59,7.218176838403408,67.05,5.0,7
M,2020,13.005829561148378,6.907755278982137,1,Individual,1,1,21.21,7.087573705557973,81.8,5.0,5
H,2018,13.262125319779487,9.615805480084347,1,Individual,0,1,17.36,7.087573705557973,81.86,5.0,7
M,2018,13.790192749979985,8.517193191416238,0,Individual,1,1,25.1,7.129297548929373,88.5,5.0,7
T,2019,13.017002861746503,8.160518247477505,1,Individual,1,1,23.84,7.089243155027514,83.83,5.0,6
F,2015,13.081541382884074,11.289781913656018,0,Individual,1,1,25.83,7.311886164077165,99.0,5.0,10
M,2008,11.608235644774552,10.79294137445669,1,Individual,1,1,19.7,6.679599185844383,35.0,8.0,17
H,2006,11.56171562913966,11.002099841204238,1,Individual,1,3,,,,,19
B,2018,15.578527558326675,10.308952660644293,0,Individual,0,1,17.09,8.0040315078527,261.4,4.0,7
H,2014,12.936033799212835,11.184421397998193,1,Dealer,1,1,18.6,7.087573705557973,81.83,5.0,11
M,2015,13.071070083016778,10.839580911706463,1,Dealer,1,1,22.0,7.087573705557973,81.8,5.0,10
M,2017,13.17115354157376,10.275051108968611,1,Dealer,1,1,20.89,7.087573705557973,81.8,5.0,8
M,2015,12.80765263256463,10.239959789157341,1,Dealer,1,1,20.52,7.087573705557973,81.8,5.0,10
M,2011,12.834681304952548,11.48246625748552,0,Dealer,1,1,25.2,7.129297548929373,74.0,5.0,14
M,2018,13.547631112808673,10.985292722887856,0,Dealer,1,1,28.4,7.129297548929373,74.02,5.0,7
M,2019,13.554145793829866,10.203592144986466,0,Individual,1,1,28.4,7.129297548929373,74.02,5.0,6
R,2018,12.765688433465597,10.308952660644293,1,Individual,1,1,25.17,6.683360945766275,53.3,5.0,7
M,2015,13.681979165339751,11.156250521031495,0,Individual,1,1,15.4,7.599401333415815,120.0,7.0,10
M,2014,13.567049198665774,11.141861783579396,0,Dealer,1,1,15.1,7.68662133494462,140.0,7.0,11
M,2018,13.805460222110773,9.615805480084347,0,Individual,1,1,25.1,7.129297548929373,88.5,5.0,7
M,2019,13.592367006650065,10.48290596776773,0,Dealer,1,1,28.4,7.129297548929373,74.02,5.0,6
H,2012,12.765688433465597,11.695247021764184,0,Individual,1,3,22.32,7.366445148327599,126.32,5.0,13
V,2013,12.691580461311874,11.695247021764184,0,Individual,1,1,22.07,7.089243155027514,73.9,5.0,12
V,2013,12.793859310432293,11.289781913656018,0,Individual,1,1,22.07,7.089243155027514,73.9,5.0,12
M,2010,11.904967552746252,11.695247021764184,1,Individual,1,1,20.92,6.905753276311464,67.1,5.0,15
M,2017,13.415032991367148,10.491274217438248,0,Individual,1,1,27.39,7.129297548929373,74.0,5.0,8
T,2014,12.973861048897579,11.695247021764184,0,Individual,1,1,23.59,7.218176838403408,67.04,5.0,11
M,2017,12.468436909997665,9.104979856318357,1,Individual,1,1,16.8,6.679599185844383,34.2,8.0,8
T,2012,11.156250521031495,10.819778284410283,1,Individual,1,2,25.4,6.436150368369428,37.48,4.0,13
R,2019,12.611537753638338,10.46310334047155,1,Individual,1,1,23.01,6.906754778648554,67.0,5.0,6
M,2011,11.918390573078392,11.77528972943772,0,Individual,1,2,14.0,7.823245690685523,112.0,7.0,14
F,2010,12.468436909997665,11.156250521031495,0,Individual,1,1,20.0,7.243512974665482,68.0,5.0,15
M,2012,12.676076274775909,11.407564949312402,0,Individual,1,3,19.3,7.129297548929373,73.9,5.0,13
T,2018,13.458835614025542,10.46310334047155,1,Individual,1,1,17.0,7.088408778675395,108.5,5.0,7
V,2012,12.936033799212835,11.289781913656018,1,Individual,1,1,16.47,7.088408778675395,73.9,5.0,13
M,2008,12.468436909997665,11.695247021764184,0,Individual,1,2,17.8,7.129297548929373,75.0,5.0,17
T,2011,11.156250521031495,11.289781913656018,1,Individual,1,1,26.0,6.436150368369428,35.0,4.0,14
T,2015,13.151922179645874,10.308952660644293,1,Individual,1,1,17.71,7.087573705557973,78.9,5.0,10
H,2016,13.597353304379235,11.002099841204238,0,Individual,1,1,23.9,7.366445148327599,126.2,5.0,9
S,2007,12.524526376648708,12.206072645530174,0,Individual,1,2,16.6,7.547501682814967,122.4,5.0,18
F,2017,13.74723171721098,11.522875795823397,0,Individual,1,1,22.77,7.311886164077165,98.59,5.0,8
F,2007,12.254862809699606,11.608235644774552,0,Individual,1,1,17.8,7.243512974665482,68.0,5.0,18
T,2014,13.864300722133706,11.820410164718188,0,Individual,1,3,12.99,7.821643126239982,100.6,8.0,11
C,2011,13.38472764187182,12.429216196844383,0,Individual,1,2,14.8,7.823645930834952,80.0,7.0,14
C,2012,13.217673557208654,11.211820372186306,0,Individual,1,4,17.3,7.599901959208498,163.7,5.0,13
C,2010,12.560244459250788,12.487485104968359,0,Individual,1,4,14.8,7.823645930834952,80.0,9.0,15
H,2015,13.458835614025542,10.030120203469494,1,Individual,1,1,18.7,7.089243155027514,88.7,5.0,10
H,2016,13.17115354157376,10.714417768752456,1,Individual,1,1,18.9,7.087573705557973,82.0,5.0,9
M,2011,12.429216196844383,10.491274217438248,1,Individual,1,2,15.37,7.086737934510577,73.0,5.0,14
M,2015,13.262125319779487,10.950806546816688,0,Individual,1,2,26.59,7.129297548929373,74.0,5.0,10
T,2018,13.199324418540456,10.404262840448617,0,Individual,1,1,27.28,6.953684210870537,69.0,5.0,7
M,2012,13.235692062711331,10.985292722887856,1,Individual,1,1,16.02,7.224753405767971,93.7,7.0,13
V,2012,12.84792653170257,12.206072645530174,0,Individual,1,1,20.54,7.37650812632622,103.6,5.0,13
F,2011,12.388394202324129,11.289781913656018,1,Individual,1,2,15.6,7.086737934510577,70.0,5.0,14
D,2018,12.542544882151386,10.819778284410283,1,Individual,1,1,22.7,6.683360945766275,53.64,5.0,7
M,2011,12.765688433465597,11.678439903447801,0,Individual,1,2,21.1,7.129297548929373,73.9,5.0,14
T,2014,11.608235644774552,12.429216196844383,0,Individual,1,2,19.1,7.247792581767846,70.0,5.0,11
T,2018,13.795307850646754,9.903487552536127,0,Individual,1,1,21.5,7.311218384419629,108.5,5.0,7
T,2018,13.7850503195512,9.992916837362552,0,Individual,1,1,21.5,7.311218384419629,108.5,5.0,7
M,2016,12.785491060761776,11.695247021764184,0,Individual,1,1,25.32,7.088408778675395,77.0,6.0,9
T,2014,12.542544882151386,11.512925464970229,0,Individual,1,1,19.1,7.247792581767846,70.0,5.0,11
M,2012,12.971540487669746,10.819778284410283,0,Individual,1,1,15.96,7.833203948641057,62.1,7.0,13
M,2014,12.287652632522597,10.819778284410283,0,Individual,1,1,,,,,11
M,2015,12.429216196844383,11.156250521031495,1,Individual,1,1,22.74,6.679599185844383,47.3,5.0,10
C,2016,13.17115354157376,11.289781913656018,0,Individual,1,1,18.2,7.129297548929373,73.74,8.0,9
T,2018,13.122363377404328,10.126631103850338,1,Individual,1,1,23.84,7.089243155027514,84.0,5.0,7
M,2019,13.815510557964274,11.002099841204238,0,Individual,1,1,16.36,7.68662133494462,120.0,7.0,6
M,2017,12.66349749256905,10.126631103850338,1,Individual,1,1,24.7,6.679599185844383,47.3,5.0,8
M,2018,12.765688433465597,10.819778284410283,1,Individual,1,1,24.7,6.679599185844383,47.3,5.0,7
T,2018,13.764217263576723,9.546812608597396,0,Individual,1,1,21.5,7.311218384419629,108.5,5.0,7
M,2005,10.714417768752456,10.922786034484512,1,Individual,1,2,16.1,6.679599185844383,37.0,4.0,20
M,2013,13.071070083016778,11.238488619268468,0,Individual,1,1,15.96,7.833203948641057,62.1,7.0,12
T,2020,14.978661367769956,8.006367567650246,0,Individual,0,1,15.04,7.9211727215870145,174.5,7.0,5
M,2016,13.304684934198283,11.842229212112828,0,Individual,1,1,18.49,7.30854279753919,100.0,7.0,9
V,2014,12.971540487669746,11.512925464970229,1,Individual,1,1,15.04,7.37650812632622,103.2,5.0,11
H,2015,13.779883380321124,11.002099841204238,0,Individual,1,1,19.67,7.366445148327599,126.2,5.0,10
S,2013,12.886641043883259,10.46310334047155,1,Individual,0,2,14.3,7.37650812632622,103.5,5.0,12
T,2008,11.918390573078392,11.695247021764184,0,Individual,1,1,12.2,7.5745584842024805,68.0,9.0,17
M,2013,13.458835614025542,10.536327248486318,0,Individual,1,1,20.77,7.129297548929373,88.8,7.0,12
M,2012,12.429216196844383,11.396391648714276,0,Individual,1,2,23.2,7.129297548929373,73.94,5.0,13
M,2013,13.42984807715229,10.532096211958502,0,Individual,1,2,20.77,7.129297548929373,88.8,7.0,12
T,2018,13.122363377404328,8.517193191416238,1,Individual,0,1,23.84,7.089243155027514,84.0,5.0,7
H,2013,12.948009990259552,9.95227771670556,1,Individual,1,1,18.9,7.087573705557973,81.86,5.0,12
M,2017,12.577636201962656,9.210340371976184,1,Individual,1,2,23.95,6.905753276311464,67.05,5.0,8
M,2017,13.527828485512494,10.308952660644293,0,Individual,1,1,28.4,7.129297548929373,74.02,5.0,8
M,2015,12.611537753638338,9.893437216682626,1,Individual,1,1,15.37,7.086737934510577,73.0,7.0,10
M,2011,12.429216196844383,11.407564949312402,0,Individual,1,3,21.1,7.129297548929373,73.9,5.0,14
H,2014,12.721885810807203,10.4052623407817,1,Dealer,1,1,19.4,7.088408778675395,86.8,5.0,11
H,2015,13.049792684569493,11.051889505706754,1,Dealer,0,1,18.9,7.087573705557973,82.0,5.0,10
M,2007,11.512925464970229,11.156250521031495,1,Individual,1,2,18.9,6.966967138613983,67.0,5.0,18
M,2007,11.512925464970229,11.289781913656018,1,Individual,1,2,17.3,6.966967138613983,64.0,5.0,18
M,2013,13.217673557208654,11.695247021764184,0,Individual,1,3,20.77,7.129297548929373,88.76,7.0,12
M,2012,12.739637756265655,11.695247021764184,0,Individual,1,1,19.3,7.129297548929373,73.9,5.0,13
H,2017,13.304684934198283,10.819778284410283,0,Individual,1,1,24.0,7.078341579557671,73.97,5.0,8
H,2014,13.38472764187182,12.025749091398891,0,Individual,1,1,25.1,7.311886164077165,98.6,5.0,11
C,2008,11.232245487201833,11.289781913656018,1,Individual,1,1,16.0,6.902742737158593,63.0,5.0,17
T,2014,12.2783933071098,11.512925464970229,0,Individual,1,2,25.0,7.241366283322318,69.01,5.0,11
M,2017,13.38472764187182,11.002099841204238,0,Individual,1,1,28.09,7.129297548929373,88.5,5.0,8
R,2017,13.710150042306449,10.819778284410283,0,Individual,1,1,20.37,7.2868764117507,108.45,5.0,8
H,2014,13.122363377404328,9.740968623038354,1,Individual,1,1,18.6,7.087573705557973,81.83,5.0,11
M,2017,13.217673557208654,10.736396675471232,1,Individual,1,1,21.4,7.087573705557973,83.1,5.0,8
M,2015,13.071070083016778,11.002099841204238,0,Individual,1,1,25.2,7.129297548929373,74.0,5.0,10
M,2006,11.082142548877775,12.196022309676673,1,Individual,1,2,18.9,6.905753276311464,67.1,5.0,19
H,2015,12.959844447906553,11.002099841204238,0,Individual,1,1,24.4,7.02108396428914,71.0,5.0,10
T,2012,13.075269673432222,11.407564949312402,0,Individual,1,4,21.43,7.218176838403408,87.2,5.0,13
C,2011,11.918390573078392,10.596634733096073,1,Individual,1,2,18.0,6.902742737158593,62.0,5.0,14
M,2011,12.323855681186558,11.407564949312402,1,Individual,1,1,19.7,6.679599185844383,46.3,5.0,14
M,2010,12.154779351142624,11.289781913656018,1,Individual,1,1,19.7,6.679599185844383,46.3,5.0,15
M,2003,11.512925464970229,12.007621706806335,1,Individual,1,3,19.7,6.679599185844383,46.3,5.0,22
M,2011,12.89921982609012,11.156250521031495,0,Individual,1,2,13.6,7.833203948641057,63.0,7.0,14
A,2018,15.19553530607057,10.367221568768269,0,Dealer,0,1,17.01,7.584773077612199,188.0,5.0,7
H,2016,14.115615150414612,11.211820372186306,1,Dealer,0,1,13.7,7.599401333415815,153.86,5.0,9
L,2019,15.454507272639919,9.903487552536127,1,Dealer,0,1,22.37,7.818832443803404,214.56,5.0,6
J,2017,14.978661367769956,10.714417768752456,0,Dealer,0,1,19.33,7.6004023345004,177.0,5.0,8
J,2017,15.226497531674536,9.740968623038354,1,Individual,0,1,9.5,8.189799618728228,280.0,5.0,8
M,2018,13.710150042306449,9.392661928770137,0,Dealer,1,1,16.55,7.823245690685523,105.0,6.0,7
T,2016,14.508657738524219,11.128570951924754,1,Trustmark Dealer,0,1,19.16,7.821643126239982,157.7,5.0,9
H,2016,13.217673557208654,10.941889716805212,1,Trustmark Dealer,1,1,18.2,7.089243155027514,88.7,5.0,9
T,2013,13.527828485512494,11.281346434834918,0,Trustmark Dealer,1,2,12.99,7.821643126239982,100.6,7.0,12
H,2019,13.565766324852886,8.858226439365012,1,Trustmark Dealer,0,1,19.0,7.089243155027514,88.76,5.0,6
B,2018,15.201804919084164,9.210340371976184,0,Dealer,0,1,22.48,7.598399329323964,187.74,5.0,7
M,2019,15.464169183551656,9.740968623038354,1,Dealer,0,1,15.0,7.596392304064196,194.4,5.0,6
L,2019,15.319587954740548,9.95227771670556,0,Dealer,0,1,12.83,7.6004023345004,148.31,7.0,6
T,2017,13.7850503195512,10.184900011974314,0,Dealer,1,1,17.6,7.68662133494462,147.94,7.0,8
M,2017,15.60727002719233,10.51867319162636,0,Dealer,0,1,13.5,8.00202481821611,254.79,5.0,8
H,2016,13.071070083016778,10.728298758274772,1,Trustmark Dealer,0,1,18.9,7.087573705557973,81.86,5.0,9
H,2019,13.933293593620657,8.160518247477505,1,Dealer,0,1,18.15,6.905753276311464,118.35,5.0,6
H,2017,14.316285845876763,10.858998997563564,1,Dealer,0,1,12.0,7.763871287820222,187.4,5.0,8
M,2019,13.514405465180353,10.46310334047155,0,Individual,1,1,16.5,7.30854279753919,70.0,7.0,6
M,2018,12.89921982609012,9.615805480084347,1,Individual,1,1,18.15,7.088408778675395,82.0,6.0,7
M,2018,12.971540487669746,9.546812608597396,1,Individual,1,1,20.51,6.905753276311464,67.04,5.0,7
M,2019,13.939496537745265,9.903487552536127,1,Individual,1,1,17.0,7.087573705557973,110.0,5.0,6
M,2017,12.771386454580234,11.139685504156802,1,Dealer,1,1,18.9,6.905753276311464,67.1,5.0,8
T,2016,12.441140815132677,10.731493369542711,1,Dealer,1,1,23.84,7.089243155027514,84.0,5.0,9
C,2012,11.289781913656018,11.156250521031495,1,Individual,1,2,16.2,6.902742737158593,62.1,5.0,13
M,2015,12.65395846952229,11.130243831133892,1,Dealer,1,1,21.79,6.905753276311464,67.05,5.0,10
H,2014,12.84792653170257,10.308952660644293,1,Individual,1,2,18.9,7.087573705557973,81.86,5.0,11
R,2018,12.765688433465597,10.126631103850338,1,Individual,1,1,25.17,6.683360945766275,53.3,5.0,7
R,2016,13.304684934198283,11.407564949312402,0,Individual,1,2,19.87,7.2868764117507,83.8,5.0,9
T,2011,11.385092093460344,11.485996102719387,0,Dealer,1,1,18.8,7.129297548929373,90.0,5.0,14
M,2008,11.982929094215963,11.156250521031495,1,Individual,1,4,19.7,6.679599185844383,35.0,8.0,17
M,2008,11.736069016284437,11.156250521031495,1,Individual,1,4,,,,,17
H,2014,12.577636201962656,10.341742483467284,1,Individual,1,1,20.36,7.087573705557973,78.9,5.0,11
M,2014,13.38472764187182,11.156250521031495,0,Individual,1,1,15.4,7.68662133494462,120.0,7.0,11
H,2014,12.100712129872347,11.03488966402723,1,Individual,1,1,21.1,6.70196036600254,55.2,5.0,11
M,2008,11.225243392518447,10.275051108968611,1,Individual,1,1,16.1,6.679599185844383,37.0,4.0,17
T,2012,11.790557201568507,11.320638417208192,0,Dealer,1,1,13.93,7.68662133494462,138.03,7.0,13
C,2010,11.608235644774552,11.002099841204238,1,Individual,1,2,18.6,7.089243155027514,79.4,5.0,15
M,2018,12.873902018105829,9.210340371976184,1,Individual,1,1,23.95,6.905753276311464,67.05,5.0,7
H,2015,13.217673557208654,11.156250521031495,1,Individual,1,1,18.6,7.087573705557973,81.83,5.0,10
H,2004,11.156250521031495,11.156250521031495,1,Individual,1,2,,,,,21
M,2008,11.156250521031495,10.992049505350737,1,Individual,1,4,16.1,6.679599185844383,37.0,4.0,17
H,2013,12.524526376648708,9.903487552536127,1,Individual,1,1,21.1,6.70196036600254,55.2,5.0,12
M,2009,12.429216196844383,11.743052574378583,1,Individual,1,2,15.0,7.368970402194793,104.68,5.0,16
J,2019,14.557447902693651,8.517193191416238,1,Individual,0,1,16.0,7.221105098182496,160.77,5.0,6
T,2011,12.429216196844383,11.407564949312402,0,Individual,1,2,13.55,7.68662133494462,118.35,7.0,14
I,2017,14.038654109278484,10.947291604709243,0,Individual,1,1,12.4,7.823645930834952,134.0,5.0,8
A,2014,14.22097566607244,11.002099841204238,0,Individual,0,1,16.55,7.584773077612199,147.51,5.0,11
T,2011,13.592367006650065,11.002099841204238,0,Individual,1,1,12.8,7.821643126239982,102.0,7.0,14
T,2014,14.137594057133388,11.918390573078392,0,Individual,1,1,13.0,8.000349495324684,168.5,7.0,11
M,2014,12.691580461311874,11.085276095726181,1,Trustmark Dealer,0,1,23.1,6.905753276311464,67.04,5.0,11
H,2019,13.955272500339433,7.734558844354756,1,Trustmark Dealer,0,1,18.15,6.905753276311464,118.35,5.0,6
M,2018,13.39239051461739,9.6634521335517,1,Dealer,0,1,22.0,7.087573705557973,81.8,5.0,7
M,2019,13.698976741708323,9.472704636443673,0,Dealer,1,1,18.06,7.833203948641057,63.0,7.0,6
M,2018,13.17115354157376,10.404262840448617,1,Dealer,1,1,20.89,7.087573705557973,81.8,5.0,7
H,2014,12.611537753638338,11.512925464970229,1,Individual,1,1,19.81,6.990256500493881,68.05,5.0,11
B,2017,14.897315728316002,10.571316925111784,0,Dealer,0,1,19.59,7.598399329323964,187.74,5.0,8
B,2019,15.464169183551656,9.210340371976184,0,Dealer,0,1,18.12,7.598399329323964,190.0,5.0,6
H,2018,13.737549016494562,10.271596874100524,1,Dealer,1,1,17.8,7.311218384419629,117.3,5.0,7
H,2017,13.422467969854667,10.810192487106686,1,Dealer,1,1,17.0,7.311218384419629,118.0,5.0,8
M,2018,13.521139497361697,10.778956289890028,0,Dealer,1,1,24.3,7.129297548929373,88.5,5.0,7
M,2018,13.635187003832993,9.740968623038354,0,Dealer,1,1,24.3,7.129297548929373,88.5,5.0,7
V,2019,13.45166712454693,10.513253124157023,0,Dealer,1,1,20.14,7.311886164077165,88.0,5.0,6
M,2018,13.493926933836812,10.505642716590316,0,Dealer,1,1,24.3,7.129297548929373,88.5,5.0,7
M,2017,13.337474757021274,11.407564949312402,1,Individual,1,1,22.0,7.087573705557973,81.8,5.0,8
M,1998,10.968198289528557,11.289781913656018,1,Individual,1,3,17.3,6.900730664045173,60.0,5.0,27
N,2014,12.721885810807203,11.170435156023453,0,Dealer,1,1,21.64,7.2868764117507,84.8,5.0,11
M,2011,13.071070083016778,11.589886506106357,0,Dealer,1,1,16.0,7.68662133494462,140.0,7.0,14
R,2015,13.091902108061824,11.225243392518447,0,Dealer,1,1,19.87,7.2868764117507,83.8,5.0,10
M,2015,13.321214236149494,10.404262840448617,1,Individual,1,1,20.73,7.224753405767971,91.1,5.0,10
H,2015,13.815510557964274,10.819778284410283,0,Individual,1,1,19.67,7.366445148327599,126.2,5.0,10
R,2019,12.611537753638338,10.46310334047155,1,Individual,1,1,23.01,6.906754778648554,67.0,5.0,6
H,2018,14.155547860749984,9.615805480084347,1,Individual,1,1,15.8,7.372118028337787,121.3,5.0,7
